5,7
3,9
1,10
5,11
2,12
2,13
2,14
8,14
3,15
5,15
6,15
6,16
16,17
8,18
11,18
4,19
12,19
11,20
12,20
3,23
7,23
10,24
23,24
13,25
1,26
12,26
20,26
21,27
25,27
8,28
11,28
21,28
21,29
25,29
3,30
13,30
5,31
6,31
14,31
20,31
22,31
18,32
22,32
23,32
1,33
5,33
11,33
2,34
4,34
10,34
24,34
33,35
5,36
12,36
15,36
20,36
25,36
29,36
34,36
9,37
19,37
22,37
31,37
33,37
34,37
16,38
23,38
25,38
33,38
36,38
10,39
22,39
25,39
30,39
34,39
35,39
5,40
9,40
15,40
24,40
2,41
20,41
22,41
35,41
3,42
5,42
15,42
16,42
4,43
9,43
18,43
23,43
26,43
32,43
38,43
14,44
15,44
17,44
18,44
25,44
35,44
43,44
7,45
5,46
17,46
22,46
34,46
2,47
9,47
19,47
32,47
14,48
21,48
24,48
10,49
13,49
15,49
16,49
18,49
22,49
39,49
13,50
32,50
34,50
42,50
48,50
4,51
14,51
28,51
43,51
3,52
7,52
46,52
9,53
10,53
25,53
37,53
46,53
17,54
21,54
41,54
47,54
1,55
10,55
26,55
31,55
33,55
41,55
42,55
2,56
10,56
22,56
23,56
33,56
35,56
49,56
6,57
21,57
24,57
32,57
36,57
48,57
8,58
10,58
18,58
27,58
31,58
39,58
51,58
53,58
5,59
15,59
20,59
36,59
46,59
4,60
8,60
14,60
30,60
34,60
35,60
47,60
15,61
17,61
34,61
36,61
58,61
4,62
6,62
9,62
13,62
20,62
35,62
45,62
51,62
3,63
10,63
11,63
14,63
27,63
31,63
37,63
52,63
60,63
2,64
10,64
19,64
39,64
56,64
37,65
49,65
1,66
10,66
12,66
21,66
26,66
5,67
28,67
42,67
55,67
57,67
63,67
66,67
2,68
3,68
5,68
31,68
35,68
36,68
38,68
42,68
47,68
48,68
51,68
64,68
5,69
11,69
15,69
25,69
30,69
32,69
33,69
37,69
43,69
44,69
49,69
53,69
57,69
2,70
11,70
24,70
25,70
28,70
34,70
38,70
42,70
47,70
48,70
67,70
4,71
5,71
10,71
22,71
42,71
57,71
61,71
3,72
14,72
18,72
39,72
43,72
52,72
56,72
59,72
1,73
18,73
38,73
43,73
3,74
45,74
5,75
6,75
17,75
25,75
56,75
60,75
15,76
27,76
45,76
50,76
53,76
54,76
60,76
64,76
65,76
66,76
71,76
3,77
13,77
15,77
16,77
43,77
48,77
70,77
10,78
14,78
18,78
32,78
33,78
35,78
37,78
47,78
57,78
61,78
63,78
65,78
71,78
27,79
36,79
40,79
60,79
66,79
75,79
29,80
38,80
45,80
55,80
56,80
64,80
74,80
1,81
10,81
18,81
37,81
43,81
56,81
57,81
58,81
68,81
12,82
23,82
28,82
36,82
54,82
56,82
57,82
65,82
66,82
76,82
3,83
5,83
11,83
18,83
27,83
37,83
57,83
58,83
63,83
75,83
2,84
7,84
8,84
11,84
12,84
21,84
36,84
50,84
61,84
67,84
24,85
26,85
33,85
41,85
45,85
50,85
61,85
74,85
8,86
16,86
20,86
47,86
60,86
62,86
76,86
77,86
19,87
32,87
58,87
60,87
64,87
66,87
67,87
68,87
70,87
71,87
78,87
80,87
83,87
84,87
8,88
14,88
19,88
56,88
69,88
19,89
21,89
36,89
62,89
70,89
72,89
85,89
87,89
16,90
18,90
45,90
50,90
58,90
84,90
85,90
5,91
6,91
13,91
22,91
23,91
28,91
31,91
39,91
46,91
53,91
75,91
78,91
10,92
18,92
19,92
24,92
39,92
54,92
73,92
82,92
90,92
91,92
1,93
5,93
14,93
24,93
27,93
51,93
70,93
90,93
9,94
14,94
26,94
43,94
50,94
51,94
61,94
93,94
17,95
19,95
27,95
38,95
39,95
50,95
73,95
75,95
82,95
90,95
23,96
28,96
37,96
49,96
57,96
60,96
77,96
80,96
1,97
6,97
17,97
20,97
36,97
41,97
42,97
63,97
70,97
78,97
93,97
1,98
19,98
29,98
36,98
68,98
73,98
95,98
19,99
22,99
48,99
56,99
58,99
62,99
82,99
90,99
13,100
18,100
27,100
30,100
31,100
48,100
62,100
76,100
83,100
